Index,Company,Type_name,Ram,Weight,Price,Touchscreen,IPS,PPI,Cpu_brand,Gpu_brand,HDD,SSD,Hybrid,Flash_storage,OS
244,Lenovo,2 in 1 Convertible,8,1.38,632.38,1,1,158.48253022174808,Intel Core i7,Intel,0,256,0,0,Windows
245,Dell,Notebook,8,2.2,577.29,0,0,141.21199808219862,Intel Core i7,AMD,2000,128,0,0,Windows
246,HP,Notebook,8,2.04,327.62,1,0,100.45466986113652,Intel Core i5,Intel,1000,0,0,0,Windows
247,Asus,Gaming,16,3.6,1757.65,0,0,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0,Windows
248,HP,Notebook,4,1.49,395.6,0,1,165.6321180513006,Intel Core i5,Intel,500,0,0,0,Windows
249,Apple,Ultrabook,8,1.37,1195.6,0,1,226.98300468106115,Intel Core i5,Intel,0,512,0,0,Mac
250,Dell,2 in 1 Convertible,8,2.08,480.0,1,1,141.21199808219862,Intel Core i7,Intel,1000,0,0,0,Windows
251,Asus,Gaming,16,4.3,1054.36,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
252,Asus,Notebook,4,1.68,274.87,0,0,100.45466986113652,AMD Processor,AMD,1000,0,0,0,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,1083.66,1,1,158.48253022174808,Intel Core i7,Intel,0,512,0,0,Windows
254,Acer,Notebook,4,3.0,411.43,0,1,127.33567457123112,Intel Core i3,Nvidia,0,256,0,0,Windows
255,Dell,Ultrabook,8,1.41,556.19,0,0,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
256,HP,Notebook,8,1.91,261.33,0,0,100.45466986113652,AMD Processor,AMD,0,128,0,0,Windows
257,HP,Notebook,16,2.9,620.66,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
258,MSI,Gaming,16,4.14,1464.61,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,512,0,0,Windows
259,Lenovo,2 in 1 Convertible,8,2.0,995.75,1,1,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
260,Dell,Notebook,8,2.8,669.3,0,0,127.33567457123112,Intel Core i7,AMD,1000,128,0,0,Windows
261,Lenovo,Notebook,4,2.2,260.22,0,0,141.21199808219862,Intel Core i3,Intel,0,256,0,0,Others
262,HP,Notebook,4,2.1,423.15,0,1,141.21199808219862,Intel Core i5,Intel,500,0,0,0,Windows
263,Dell,Notebook,4,2.18,385.05,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Windows
264,Dell,Notebook,8,2.24,331.14,0,0,141.21199808219862,Intel Core i5,AMD,1000,0,0,0,Windows
265,Dell,2 in 1 Convertible,8,2.67,468.28,1,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
266,Asus,2 in 1 Convertible,8,4.1,878.53,1,0,165.6321180513006,Intel Core i7,Intel,0,1024,0,0,Windows
268,HP,Notebook,8,2.5,596.63,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
269,Lenovo,Notebook,8,2.05,515.75,0,0,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
270,Apple,Ultrabook,8,1.37,1148.07,0,1,226.98300468106115,Intel Core i5,Intel,0,512,0,0,Mac
271,Asus,Gaming,16,3.2,907.84,0,0,127.33567457123112,AMD Processor,AMD,1000,256,0,0,Windows
272,Dell,Notebook,8,2.14,430.81,0,0,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Others
273,Lenovo,2 in 1 Convertible,16,1.36,1464.61,1,0,209.8006828649808,Intel Core i7,Intel,0,512,0,0,Windows
274,Toshiba,Notebook,8,2.2,475.9,0,0,100.45466986113652,Intel Core i7,Nvidia,500,0,0,0,Windows
275,Dell,Notebook,12,2.3,417.92,0,0,100.45466986113652,Intel Core i7,Intel,1000,0,0,0,Windows
276,Dell,Notebook,8,2.8,644.1,0,0,127.33567457123112,Intel Core i7,AMD,1000,128,0,0,Others
277,Acer,Notebook,8,2.2,436.63,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Windows
278,Lenovo,Notebook,4,2.8,286.59,0,0,106.11306214269258,Intel Core i3,Intel,1000,0,0,0,Windows
279,Lenovo,Notebook,8,2.8,497.58,0,0,127.33567457123112,Intel Core i7,Nvidia,2000,0,0,0,Others
280,Lenovo,Notebook,6,2.8,503.44,0,0,106.11306214269258,Intel Core i7,Nvidia,1000,128,0,0,Windows
281,Dell,Notebook,4,2.25,250.84,0,0,141.21199808219862,Intel Core i3,AMD,1000,0,0,0,Others
282,Lenovo,Gaming,8,2.5,485.86,0,1,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
283,Lenovo,Notebook,6,2.2,339.34,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
284,Acer,Notebook,8,3.0,557.36,0,1,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
285,Acer,Notebook,12,2.15,386.23,1,1,141.21199808219862,Intel Core i7,Intel,1000,0,0,0,Windows
286,Lenovo,Notebook,8,1.95,642.93,0,1,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
287,Asus,Ultrabook,8,1.7,572.6,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
288,Lenovo,Gaming,16,2.5,690.99,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
289,Lenovo,Notebook,8,2.2,386.23,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Others
290,Acer,Notebook,2,2.19,116.63,0,0,100.45466986113652,Other Intel Processor,Intel,0,16,0,0,Others
291,Asus,Gaming,8,3.0,695.68,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
292,HP,Notebook,8,2.54,286.59,0,0,106.11306214269258,Intel Core i3,Intel,1000,0,0,0,Windows
293,Dell,Notebook,8,2.0,1071.94,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
294,Lenovo,Notebook,8,2.05,433.11,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
295,Lenovo,Gaming,8,3.2,761.32,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Windows
296,Acer,Notebook,8,2.5,573.77,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Others
297,Dell,Workstation,16,3.42,1690.76,0,0,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0,Windows
298,Lenovo,Notebook,6,2.4,292.45,0,0,141.21199808219862,AMD Processor,AMD,1000,0,0,0,Windows
299,Asus,Ultrabook,16,1.63,860.37,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
300,Asus,Notebook,4,1.3,298.31,0,0,111.93520355955212,Intel Core i3,Intel,0,128,0,0,Windows
301,Asus,Gaming,16,2.9,1243.66,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
302,Lenovo,Notebook,6,5.8,380.37,0,0,106.11306214269258,Intel Core i5,Nvidia,1000,0,0,0,Windows
303,Lenovo,Notebook,8,2.2,321.76,0,0,100.45466986113652,Intel Core i5,Nvidia,2000,0,0,0,Others
304,Asus,Gaming,8,2.5,741.39,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
305,Lenovo,Notebook,4,2.2,210.98,0,0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0,Others
306,HP,2 in 1 Convertible,16,1.28,1157.51,1,0,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
307,Toshiba,Notebook,8,2.2,611.28,0,1,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
308,Lenovo,Notebook,8,2.3,480.0,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0,Windows
309,HP,Notebook,4,1.86,274.87,0,0,141.21199808219862,Intel Core i3,Intel,1000,0,0,0,Windows
310,Lenovo,Notebook,8,1.1,585.49,0,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
311,Dell,Ultrabook,16,1.21,1464.61,1,1,331.2642361026012,Intel Core i7,Intel,0,1000,0,0,Windows
312,MSI,Gaming,16,2.8,1230.18,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0,Windows
313,Acer,Notebook,8,2.23,274.87,0,0,141.21199808219862,AMD Processor,AMD,0,256,0,0,Windows
314,Asus,2 in 1 Convertible,2,1.1,161.17,1,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Windows
315,Dell,Notebook,8,2.33,494.65,0,0,141.21199808219862,Intel Core i5,AMD,1000,128,0,0,Windows
316,HP,2 in 1 Convertible,16,1.29,1435.31,1,1,331.2642361026012,Intel Core i7,Intel,0,1000,0,0,Windows
317,Lenovo,Notebook,4,1.45,269.54,0,0,117.82653006268644,Other Intel Processor,Intel,0,0,0,16,Others
318,HP,Notebook,8,1.95,574.36,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
319,Acer,Notebook,4,1.4,284.25,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,128,Windows
320,HP,Notebook,8,1.48,757.22,0,0,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Windows
321,Lenovo,Notebook,4,2.79,345.2,0,0,106.11306214269258,Intel Core i5,Nvidia,1000,0,0,0,Windows
322,Asus,Notebook,8,2.0,641.17,0,0,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Windows
323,HP,Notebook,8,2.1,528.64,0,1,100.45466986113652,Intel Core i7,Intel,1000,0,0,0,Windows
324,Acer,Notebook,8,2.2,386.23,0,0,100.45466986113652,AMD Processor,AMD,0,256,0,0,Windows
325,Lenovo,Notebook,4,1.44,171.14,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Windows
326,Acer,Notebook,6,8.23,321.76,0,0,100.45466986113652,Intel Core i5,Intel,1000,0,0,0,Windows
327,Asus,Ultrabook,8,1.7,615.33,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
328,HP,Ultrabook,8,1.26,782.42,0,0,176.23257360658386,Intel Core i7,Intel,0,256,0,0,Windows
329,Dell,Notebook,32,2.06,1546.67,1,0,282.42399616439724,Intel Core i7,Nvidia,0,1000,0,0,Windows
330,MSI,Gaming,8,2.7,702.71,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
331,Toshiba,Notebook,8,2.0,552.67,0,1,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
332,Asus,Notebook,8,2.0,781.83,0,0,157.3505121487356,Intel Core i7,Intel,1000,256,0,0,Windows
333,Lenovo,Notebook,4,1.85,263.15,0,0,141.21199808219862,Intel Core i3,Intel,1000,0,0,0,Windows
334,Asus,Gaming,8,2.5,585.49,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
335,HP,Notebook,8,1.48,743.15,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
337,HP,Notebook,8,1.84,670.48,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Windows
338,Asus,Notebook,4,2.0,161.17,0,0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0,Others
339,Dell,Notebook,8,2.0,669.74,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
340,Dell,Notebook,4,2.2,161.11,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Others
341,Lenovo,Notebook,12,2.2,526.89,0,0,141.21199808219862,AMD Processor,AMD,2000,0,0,0,Windows
342,HP,Notebook,8,2.1,419.63,0,1,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,1230.18,1,1,316.96506044349616,Intel Core i7,Intel,0,512,0,0,Windows
344,Dell,Ultrabook,8,1.2,925.42,0,0,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
345,Lenovo,Gaming,16,2.4,661.68,0,1,141.21199808219862,Intel Core i7,Nvidia,2000,256,0,0,Windows
346,HP,Notebook,2,1.44,163.52,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Windows
347,Dell,Ultrabook,16,1.88,942.39,0,0,141.21199808219862,Intel Core i7,Intel,0,768,0,0,Windows
348,Asus,2 in 1 Convertible,4,1.5,219.78,1,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Windows
351,HP,Notebook,8,1.84,764.25,0,0,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
352,MSI,Gaming,8,2.7,825.79,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
353,HP,Workstation,8,2.6,1018.77,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
354,Toshiba,Notebook,16,2.4,822.27,0,1,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
355,Dell,Notebook,8,2.02,569.03,0,0,141.21199808219862,Intel Core i7,AMD,2000,128,0,0,Windows
356,Lenovo,Notebook,4,2.2,188.71,0,0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0,Others
357,Dell,Gaming,8,2.65,585.49,0,0,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0,Windows
358,Dell,Notebook,8,2.36,326.66,1,0,100.45466986113652,Intel Core i5,Intel,2000,0,0,0,Windows
359,Dell,Notebook,8,1.36,836.34,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
360,HP,Notebook,4,1.86,257.29,0,0,100.45466986113652,Intel Core i3,Intel,500,0,0,0,Windows
361,Asus,Notebook,8,2.0,553.85,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
362,Lenovo,Notebook,6,2.8,421.39,0,0,106.11306214269258,Intel Core i5,Nvidia,1000,128,0,0,Windows
363,HP,Notebook,8,1.86,374.51,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Windows
364,Lenovo,Notebook,8,2.2,292.45,0,0,100.45466986113652,Intel Core i3,Nvidia,0,256,0,0,Others
365,HP,Notebook,8,2.04,227.99,0,0,100.45466986113652,Other Intel Processor,Intel,2000,0,0,0,Windows
366,Dell,Notebook,8,2.8,635.9,0,0,127.33567457123112,Intel Core i5,AMD,1000,128,0,0,Windows
367,Lenovo,Gaming,8,2.4,474.14,0,1,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0,Others
368,Dell,Notebook,8,2.33,526.89,0,0,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Windows
369,HP,Ultrabook,8,1.36,1025.64,0,1,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Windows
370,Asus,2 in 1 Convertible,12,2.26,644.1,1,0,141.21199808219862,Intel Core i7,Nvidia,2000,512,0,0,Windows
371,Acer,Notebook,4,2.1,249.67,0,0,100.45466986113652,AMD Processor,AMD,0,128,0,0,Windows
372,Asus,Gaming,16,3.25,1288.79,0,1,127.33567457123112,AMD Processor,AMD,1000,256,0,0,Windows
373,Lenovo,Notebook,4,2.6,286.59,0,0,106.11306214269258,AMD Processor,AMD,0,128,0,0,Windows
374,Dell,2 in 1 Convertible,8,1.62,509.31,1,0,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
375,HP,Notebook,4,1.91,286.59,0,0,141.21199808219862,AMD Processor,AMD,0,256,0,0,Windows
376,Lenovo,Netbook,4,1.59,324.1,0,1,135.0942111925629,Other Intel Processor,Intel,0,128,0,0,Windows
377,Dell,Notebook,4,1.8,181.1,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Windows
378,Asus,Notebook,4,1.5,167.62,0,0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32,Windows
379,Acer,Notebook,8,2.4,495.82,0,0,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0,Others
380,HP,Gaming,8,3.35,698.02,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0,Windows
381,Lenovo,Notebook,4,1.85,236.48,0,0,141.21199808219862,Intel Core i3,Intel,0,128,0,0,Others
382,Asus,Gaming,8,2.3,969.96,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
383,Lenovo,Notebook,8,1.5,644.1,0,1,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0,Windows
384,Asus,Ultrabook,16,1.1,1025.0,1,0,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
385,Lenovo,Ultrabook,8,1.13,1337.43,0,1,209.8006828649808,Intel Core i7,Intel,0,512,0,0,Windows
386,Lenovo,Notebook,4,1.5,321.76,0,1,165.6321180513006,Intel Core i3,Intel,0,128,0,0,Windows
387,Dell,Workstation,8,2.23,802.34,0,0,141.21199808219862,Intel Core i5,AMD,500,0,0,0,Windows
388,Dell,Workstation,8,2.0,1251.28,0,1,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,1470.47,1,0,209.8006828649808,Intel Core i7,Intel,0,512,0,0,Windows
390,Asus,Gaming,8,3.0,608.94,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
391,Asus,Gaming,16,3.0,932.45,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
392,Acer,Notebook,12,2.2,406.73,0,1,100.45466986113652,Intel Core i5,Nvidia,1000,0,0,0,Windows
393,MSI,Gaming,8,2.7,790.62,0,0,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0,Windows
394,Dell,Notebook,8,2.33,456.48,0,0,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Others
395,HP,Ultrabook,4,1.91,292.45,0,0,141.21199808219862,AMD Processor,AMD,0,256,0,0,Windows
396,Lenovo,Notebook,8,2.1,720.62,0,1,141.21199808219862,Intel Core i7,AMD,0,256,0,0,Windows
397,Lenovo,Notebook,8,1.9,549.74,0,1,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
398,Dell,Workstation,8,1.78,1589.45,1,0,282.42399616439724,Intel Core i7,Nvidia,0,256,0,0,Windows
399,Lenovo,Ultrabook,16,1.13,1538.46,0,1,209.8006828649808,Intel Core i7,Intel,0,1000,0,0,Windows
400,Lenovo,Notebook,4,2.2,179.34,0,0,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0,Windows
401,Asus,Gaming,16,2.9,896.12,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
402,Lenovo,Notebook,8,2.1,670.77,0,1,86.05106133133977,Intel Core i5,AMD,1000,256,0,0,Windows
403,Acer,Notebook,8,2.5,515.16,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Others
404,MSI,Gaming,16,2.8,1318.09,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
405,Asus,Ultrabook,8,1.1,1097.73,0,0,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
406,Toshiba,Ultrabook,16,1.2,1023.88,0,0,165.6321180513006,Intel Core i7,Intel,0,512,0,0,Windows
407,Dell,Ultrabook,8,1.36,984.61,0,0,157.3505121487356,Intel Core i7,Intel,0,512,0,0,Windows
408,Lenovo,Notebook,4,2.2,239.71,0,0,61.879414889952194,Intel Core i3,Intel,500,0,0,0,Windows
409,Lenovo,Notebook,2,1.15,178.43,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32,Windows
410,Lenovo,Workstation,8,2.67,1128.2,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
411,Lenovo,Ultrabook,8,1.7,1138.75,0,1,209.8006828649808,Intel Core i7,Nvidia,0,512,0,0,Windows
412,HP,Notebook,4,2.1,274.87,0,0,141.21199808219862,Intel Core i3,AMD,1000,0,0,0,Windows
413,Acer,2 in 1 Convertible,8,1.6,462.42,1,1,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
414,Asus,2 in 1 Convertible,8,1.27,543.88,1,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
415,Dell,Notebook,4,2.3,351.0,0,0,141.21199808219862,Intel Core i5,AMD,0,256,0,0,Others
416,Dell,Notebook,4,1.65,403.81,0,0,117.82653006268644,Intel Core i3,Intel,0,128,0,0,Windows
417,HP,Ultrabook,8,1.43,879.12,0,0,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Windows
418,Dell,Notebook,8,2.14,316.45,0,0,100.45466986113652,Intel Core i5,Intel,1000,0,0,0,Windows
419,Lenovo,Ultrabook,8,1.75,712.31,0,1,157.3505121487356,Intel Core i7,AMD,0,256,0,0,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,1112.97,1,1,282.42399616439724,Intel Core i7,Nvidia,0,512,0,0,Windows
421,Chuwi,Notebook,6,1.4,263.15,0,1,267.3384360344031,Other Intel Processor,Intel,0,0,0,64,Windows
422,HP,Notebook,8,2.31,836.34,0,0,141.21199808219862,Intel Core i7,Intel,0,256,0,0,Windows
423,Asus,Notebook,8,2.3,349.89,0,0,61.879414889952194,Intel Core i3,Nvidia,1000,0,0,0,Others
424,Dell,Gaming,16,4.42,1640.44,0,1,107.59009377691324,Intel Core i7,Nvidia,1000,256,0,0,Windows
425,Dell,Gaming,8,2.62,679.27,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
426,Dell,Notebook,8,2.02,669.54,0,0,141.21199808219862,Intel Core i7,AMD,2000,256,0,0,Windows
427,Dell,Ultrabook,8,1.6,644.1,0,0,157.3505121487356,Intel Core i7,Intel,0,256,0,0,Others
428,HP,Gaming,12,3.35,1171.57,0,0,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,175.24,1,1,189.90579052433608,Other Intel Processor,Intel,0,32,0,0,Windows
430,Samsung,Netbook,4,1.15,157.66,0,0,135.0942111925629,Other Intel Processor,Intel,0,0,0,16,Others
431,Lenovo,Notebook,8,1.4,591.94,0,1,165.6321180513006,Intel Core i7,Intel,0,256,0,0,Windows
432,Lenovo,Notebook,4,1.7,351.06,0,1,157.3505121487356,Intel Core i3,Intel,0,128,0,0,Windows
433,Lenovo,Workstation,16,2.3,1432.97,0,1,282.42399616439724,Intel Core i7,Nvidia,0,512,0,0,Windows
434,Lenovo,Notebook,16,2.5,1435.31,0,0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
435,Asus,Gaming,8,3.2,993.41,0,0,127.33567457123112,AMD Processor,AMD,1000,256,0,0,Windows
436,HP,Notebook,4,2.1,203.37,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Windows
437,Google,Ultrabook,16,1.1,1288.79,1,0,234.50740003017813,Intel Core i7,Intel,0,512,0,0,Others
438,Lenovo,Ultrabook,24,1.32,1396.04,0,0,122.3837316712388,Intel Core i7,Intel,0,512,0,0,Windows
439,Asus,Notebook,4,2.0,327.62,0,0,141.21199808219862,Intel Core i5,Intel,0,256,0,0,Others
440,Lenovo,Notebook,8,2.8,304.18,0,0,106.11306214269258,AMD Processor,AMD,1000,0,0,0,Windows
441,Dell,Notebook,4,2.2,438.97,0,0,141.21199808219862,Intel Core i5,AMD,0,256,0,0,Windows
442,Lenovo,Ultrabook,8,1.36,837.51,0,1,176.23257360658386,Intel Core i5,Intel,0,256,0,0,Windows
443,Lenovo,Notebook,4,2.2,204.54,0,0,141.21199808219862,Other Intel Processor,Intel,0,128,0,0,Windows
444,HP,Gaming,8,2.2,644.1,0,1,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0,Windows
445,Dell,Notebook,8,1.64,690.99,0,0,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0,Windows
446,Acer,Notebook,4,2.4,258.93,0,0,100.45466986113652,Intel Core i5,Intel,500,0,0,0,Others
447,Dell,Workstation,8,2.23,1168.06,0,0,141.21199808219862,Other Intel Processor,Nvidia,1000,0,0,64,Windows
448,MSI,Gaming,8,2.2,602.34,0,0,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0,Windows
449,Microsoft,Ultrabook,16,1.25,1517.36,1,0,200.84255993695703,Intel Core i7,Intel,0,512,0,0,Windows
450,HP,Notebook,8,1.91,345.2,0,0,100.45466986113652,Intel Core i5,Intel,0,128,0,0,Windows
451,Dell,Workstation,16,2.17,1157.51,0,1,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
452,HP,Workstation,8,2.31,899.05,0,1,141.21199808219862,Intel Core i7,Intel,0,512,0,0,Windows
453,Lenovo,Notebook,8,1.65,788.28,0,0,157.3505121487356,Intel Core i5,Intel,0,256,0,0,Windows
454,Dell,Notebook,8,2.36,573.77,0,0,141.21199808219862,Intel Core i7,AMD,1000,128,0,0,Windows
455,Dell,2 in 1 Convertible,4,1.47,280.73,1,0,135.0942111925629,Other Intel Processor,Intel,500,0,0,0,Windows
456,Dell,Notebook,8,4.42,1199.12,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
457,Microsoft,Ultrabook,4,1.252,579.63,1,0,200.84255993695703,Other Intel Processor,Intel,0,128,0,0,Windows
458,Microsoft,Ultrabook,8,1.25,1054.36,1,0,80.93655400444537,Intel Core i7,Intel,0,256,0,0,Windows
459,HP,Notebook,8,2.5,375.03,0,0,106.11306214269258,Intel Core i3,Intel,0,256,0,0,Windows
460,Acer,Notebook,4,2.23,318.83,0,0,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0,Windows
461,Acer,Netbook,4,1.4,254.94,0,0,135.0942111925629,Other Intel Processor,Intel,0,128,0,0,Windows
462,Asus,Notebook,8,2.37,438.97,0,0,141.21199808219862,Intel Core i5,Intel,1000,0,0,0,Windows
463,Lenovo,Notebook,8,1.5,468.28,0,1,157.3505121487356,Intel Core i7,AMD,0,512,0,0,Others
464,Lenovo,Notebook,8,2.67,1224.91,0,0,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0,Windows
465,Asus,Notebook,4,2.0,178.17,0,0,100.45466986113652,Other Intel Processor,Intel,500,0,0,0,Windows
466,Acer,Notebook,4,2.2,274.87,0,0,100.45466986113652,Intel Core i3,Nvidia,500,0,0,0,Windows
467,Dell,Notebook,8,2.02,444.83,0,0,141.21199808219862,Intel Core i5,AMD,2000,0,0,0,Windows
468,HP,Gaming,12,3.78,995.75,0,1,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0,Windows
469,Lenovo,Ultrabook,12,1.4,1088.94,0,1,209.8006828649808,Intel Core i7,Intel,0,256,0,0,Windows
470,HP,2 in 1 Convertible,8,1.29,1171.57,1,1,331.2642361026012,Intel Core i7,Intel,0,512,0,0,Windows
471,HP,Notebook,8,1.9,676.34,0,0,141.21199808219862,Intel Core i5,AMD,500,0,0,0,Windows
472,Google,Ultrabook,8,1.1,747.25,1,0,234.50740003017813,Intel Core i5,Intel,0,128,0,0,Others
473,Dell,Ultrabook,8,1.42,1079.47,1,0,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
474,Asus,Notebook,12,2.06,761.32,0,1,282.42399616439724,Intel Core i7,Intel,1000,128,0,0,Windows
475,Dell,Notebook,8,1.79,433.7,0,0,111.93520355955212,Intel Core i3,Intel,0,128,0,0,Windows
477,Lenovo,Notebook,8,1.7,799.41,0,0,157.3505121487356,Intel Core i5,Intel,0,180,0,0,Windows
479,Toshiba,Notebook,8,1.05,979.93,0,1,165.6321180513006,Intel Core i5,Intel,0,256,0,0,Windows
480,Dell,Notebook,8,2.16,739.63,0,1,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0,Windows
481,Dell,Notebook,4,2.18,343.79,0,0,100.45466986113652,Intel Core i3,Intel,1000,0,0,0,Windows
482,HP,Notebook,4,1.49,425.49,0,1,165.6321180513006,Intel Core i5,Intel,0,128,0,0,Windows
483,Chuwi,Notebook,4,1.89,145.88,0,0,141.21199808219862,Other Intel Processor,Intel,0,0,0,64,Windows
